snapshot_ts,OBJECTID,snowrouteid,snowroutesegmentid,roadname,routepriority,roadclass,segmentlength,servicestatus,lastserviced,lastserviceleft,lastserviceright,passes,passesleft,passesright,eventid,eventphaseid
2025-12-26T19:01:45.962242+00:00,16109,Route 02,SNW-1944,JAMES ST,Priority 1,,0.167165534506422,Not Serviced,1766514397000,1766481565000,1766514397000,208,81,127,0a4138c6-cc5c-4cba-a7b0-3c06695345ef,0a4138c6-cc5c-4cba-a7b0-3c06695345ef-2
2025-12-26T19:01:45.962242+00:00,16110,Route 10,SNW-1945,S ALVORD ST,Priority 2,,0.0657895606627282,Not Serviced,1766483976000,1766483976000,1766387792000,29,18,11,0a4138c6-cc5c-4cba-a7b0-3c06695345ef,0a4138c6-cc5c-4cba-a7b0-3c06695345ef-2
2025-12-26T19:01:45.962242+00:00,16111,Route 25,SNW-1149,PLEASANTVIEW AV,Priority 2,,0.120184310878004,Not Serviced,1766421617000,1766421136000,1766421617000,23,11,12,0a4138c6-cc5c-4cba-a7b0-3c06695345ef,0a4138c6-cc5c-4cba-a7b0-3c06695345ef-2
2025-12-26T19:01:45.962242+00:00,16112,Route 3,SNW-2257,E FAYETTE ST,Priority 1,,0.0593601162992537,Not Serviced,1766482777000,1766482777000,1766481838000,110,63,47,0a4138c6-cc5c-4cba-a7b0-3c06695345ef,0a4138c6-cc5c-4cba-a7b0-3c06695345ef-2
2025-12-26T19:01:45.962242+00:00,16113,,SNW-1946,BURNET AV,Priority 1,,0.0632299865135459,Not Serviced,1766485524000,1766485524000,1766483109000,106,61,45,0a4138c6-cc5c-4cba-a7b0-3c06695345ef,0a4138c6-cc5c-4cba-a7b0-3c06695345ef-2
2025-12-26T19:01:45.962242+00:00,16114,Route 25,SNW-1150,WAINWRIGHT AV,Priority 2,,0.124823320873007,Not Serviced,1766421575000,1766421575000,1766421186000,21,11,10,0a4138c6-cc5c-4cba-a7b0-3c06695345ef,0a4138c6-cc5c-4cba-a7b0-3c06695345ef-2
2025-12-26T19:01:45.962242+00:00,16115,Route 30,SNW-1947,CLOVER RIDGE DR,Priority 2,,0.120225822334777,Not Serviced,1766483267000,1766483267000,1766391417000,42,25,17,0a4138c6-cc5c-4cba-a7b0-3c06695345ef,0a4138c6-cc5c-4cba-a7b0-3c06695345ef-2
2025-12-26T19:01:45.962242+00:00,16116,Route 12,SNW-2258,GENESEE PARK DR,Priority 2,,0.160986233372478,Not Serviced,1766389837000,1766389837000,1766389803000,31,16,15,0a4138c6-cc5c-4cba-a7b0-3c06695345ef,0a4138c6-cc5c-4cba-a7b0-3c06695345ef-2
2025-12-26T19:01:45.962242+00:00,16117,Route 7,SNW-1948,JOHN ST,Priority 2,,0.138968975166787,Not Serviced,1766481664000,1766481664000,1766398045000,54,25,29,0a4138c6-cc5c-4cba-a7b0-3c06695345ef,0a4138c6-cc5c-4cba-a7b0-3c06695345ef-2
2025-12-26T19:01:45.962242+00:00,16118,Route 18,SNW-1151,DANFORTH ST,Priority 2,,0.0657273750915426,Not Serviced,1766482586000,1766388464000,1766482586000,27,12,15,0a4138c6-cc5c-4cba-a7b0-3c06695345ef,0a4138c6-cc5c-4cba-a7b0-3c06695345ef-2
2025-12-26T19:01:45.962242+00:00,16119,,SNW-1949,LODI ST,Priority 1,,0.0537169059114615,Not Serviced,1766481686000,1766479988000,1766481686000,114,46,68,0a4138c6-cc5c-4cba-a7b0-3c06695345ef,0a4138c6-cc5c-4cba-a7b0-3c06695345ef-2
2025-12-26T19:01:45.962242+00:00,16120,,SNW-2259,LIBERTY ST,Priority 2,,0.0494975058566213,Not Serviced,1766423346000,1766423275000,1766423346000,7,3,4,0a4138c6-cc5c-4cba-a7b0-3c06695345ef,0a4138c6-cc5c-4cba-a7b0-3c06695345ef-2
2025-12-26T19:01:45.962242+00:00,16121,Route 17,SNW-1950,CATAWBA ST,Priority 2,,0.07506269079384,Not Serviced,1766420507000,1765767689000,1766420507000,28,10,18,0a4138c6-cc5c-4cba-a7b0-3c06695345ef,0a4138c6-cc5c-4cba-a7b0-3c06695345ef-2
2025-12-26T19:01:45.962242+00:00,16122,Route 18,SNW-1152,COURT TER,Priority 2,,0.0941110198634363,Not Serviced,1764407106000,1762834149000,1764407106000,1,0,1,0a4138c6-cc5c-4cba-a7b0-3c06695345ef,0a4138c6-cc5c-4cba-a7b0-3c06695345ef-1
2025-12-26T19:01:45.962242+00:00,16123,Route 31,SNW-1951,CALEB AV,Priority 2,,0.0591691391950644,Not Serviced,1766483548000,1766483548000,1766392236000,28,15,13,0a4138c6-cc5c-4cba-a7b0-3c06695345ef,0a4138c6-cc5c-4cba-a7b0-3c06695345ef-2
2025-12-26T19:01:45.962242+00:00,16124,,SNW-2260,HARWOOD AV,Priority 2,,0.129065693186889,Not Serviced,1766424649000,1766424448000,1766424649000,25,10,15,0a4138c6-cc5c-4cba-a7b0-3c06695345ef,0a4138c6-cc5c-4cba-a7b0-3c06695345ef-2
2025-12-26T19:01:45.962242+00:00,16125,Route 31,SNW-1952,MOSLEY DR,Priority 2,,0.0795291727801864,Not Serviced,1766388588000,1766388377000,1766388588000,34,15,19,0a4138c6-cc5c-4cba-a7b0-3c06695345ef,0a4138c6-cc5c-4cba-a7b0-3c06695345ef-2
2025-12-26T19:01:45.962242+00:00,16126,Route 25,SNW-1153,BRONX AV,Priority 2,,0.016045801010029,Not Serviced,1766421585000,1766421585000,1766421158000,14,7,7,0a4138c6-cc5c-4cba-a7b0-3c06695345ef,0a4138c6-cc5c-4cba-a7b0-3c06695345ef-2
2025-12-26T19:01:45.962242+00:00,16127,Route 1,SNW-1953,BURNET AV,Priority 1,,0.100101081255735,Not Serviced,1766485536000,1766485536000,1766484738000,145,88,57,0a4138c6-cc5c-4cba-a7b0-3c06695345ef,0a4138c6-cc5c-4cba-a7b0-3c06695345ef-2
2025-12-26T19:01:45.962242+00:00,16128,Route 12,SNW-2261,BALL AV,Priority 2,,0.0548794202950736,Not Serviced,1766481516000,1766423998000,1766481516000,29,20,9,0a4138c6-cc5c-4cba-a7b0-3c06695345ef,0a4138c6-cc5c-4cba-a7b0-3c06695345ef-2
2025-12-26T19:01:45.962242+00:00,16129,Route 30,SNW-1954,HASBROUCK ST,Priority 2,,0.114208336520474,Not Serviced,1766483314000,1766390796000,1766483314000,41,19,22,0a4138c6-cc5c-4cba-a7b0-3c06695345ef,0a4138c6-cc5c-4cba-a7b0-3c06695345ef-2
